model,region,year,area,lai,tas,pr,gpp,pct_growth_gpp
MIROC-ES2L,Afghanistan,2015,641668456448.0,120855434773.7095,17.597186829665937,0.17181457177089024,0.4326340398318578,
MIROC-ES2L,Afghanistan,2016,641668456448.0,114495290167.96164,16.972396788791272,0.004125814778013813,0.2740347161883151,-0.45663739726410246
MIROC-ES2L,Afghanistan,2017,641668456448.0,116569606589.16856,16.445722441020262,0.30119869788848064,0.31044376297345094,0.12474796755258222
MIROC-ES2L,Afghanistan,2018,641668456448.0,121522423813.80035,16.13577248910917,0.2711351181706319,0.37649199521309534,0.19289401862781896
MIROC-ES2L,Afghanistan,2019,641668456448.0,136878660638.53998,15.895662891390366,0.5635614298087674,0.5177042447560064,0.3185073371727787
MIROC-ES2L,Afghanistan,2020,641668456448.0,150746058922.4222,16.524128060661923,0.28980311493914424,0.4430307189550246,-0.15576501247789232
MIROC-ES2L,Afghanistan,2021,641668456448.0,159310372527.10254,17.855590019781875,-0.16103781252277422,0.3444394332222591,-0.2517208463330053
MIROC-ES2L,Afghanistan,2022,641668456448.0,132543960740.19333,16.910923850804775,0.013458360278495944,0.1828406131141812,-0.6333034575811443
MIROC-ES2L,Afghanistan,2023,641668456448.0,127799195211.10905,17.24308375124464,-0.1552489733393224,0.23566382028355218,0.25379149241032417
MIROC-ES2L,Afghanistan,2024,641668456448.0,120478608388.42715,17.079709185635547,0.3589098542850119,0.28143354031496653,0.17749002931156777
MIROC-ES2L,Afghanistan,2025,641668456448.0,118585068639.77443,16.47843337158657,0.2115982378208239,0.30412482177698186,0.07754188662218664
MIROC-ES2L,Afghanistan,2026,641668456448.0,129850690664.85236,17.246096335725124,0.09117813070685825,0.3421954646223993,0.11794389269833694
MIROC-ES2L,Afghanistan,2027,641668456448.0,147124216164.69263,18.042381256074137,0.21644778844745638,0.529295544511984,0.4361648533467495
MIROC-ES2L,Afghanistan,2028,641668456448.0,152089957855.66052,17.063001933037306,0.281768555524461,0.38920763529103247,-0.30743399309903063
MIROC-ES2L,Afghanistan,2029,641668456448.0,154866221659.94916,17.232685513494868,0.01303203102689482,0.415057325656386,0.06430367677222937
MIROC-ES2L,Afghanistan,2030,641668456448.0,151026133226.33786,17.16632734398954,0.46779016160644726,0.389735430203913,-0.06294851997827922
MIROC-ES2L,Afghanistan,2031,641668456448.0,164909029558.2242,17.306406875141896,0.2786395900099616,0.517627906019997,0.2837885311669234
MIROC-ES2L,Afghanistan,2032,641668456448.0,159947646541.74808,18.42668675183416,-0.1905555290620567,0.33647307451281655,-0.43073852641480825
MIROC-ES2L,Afghanistan,2033,641668456448.0,184819529251.63647,17.38581914963431,0.3950824232196971,0.332396274803267,-0.01219027362788938
MIROC-ES2L,Afghanistan,2034,641668456448.0,160440947072.34454,16.837309038123752,0.4087013425366816,0.4547263668248824,0.3133679905000457
MIROC-ES2L,Afghanistan,2035,641668456448.0,172615399101.26917,17.010692612175276,0.6324634753701157,0.49154992103762657,0.07786765672453899
MIROC-ES2L,Afghanistan,2036,641668456448.0,180834051365.16492,17.372813720499455,0.3054022174806085,0.5678177786504902,0.14423705184148006
MIROC-ES2L,Afghanistan,2037,641668456448.0,178767713344.13428,17.148108745991703,0.22270149340911288,0.4316629051457776,-0.2741555835352889
MIROC-ES2L,Afghanistan,2038,641668456448.0,176075823512.48785,18.014951464945494,0.00869393366591733,0.3183402201716861,-0.3045242858537667
MIROC-ES2L,Afghanistan,2039,641668456448.0,148412426391.3352,18.83816547243334,-0.14196469010137705,0.20468391273151726,-0.4416537855362739
MIROC-ES2L,Afghanistan,2040,641668456448.0,158655668501.42438,17.56840123044652,0.3759496604850279,0.4629214287096162,0.8160904391847784
MIROC-ES2L,Afghanistan,2041,641668456448.0,164215618702.109,17.4098114968398,0.2844752637741835,0.48375074019185854,0.044012435180895926
MIROC-ES2L,Afghanistan,2042,641668456448.0,207265801390.28235,17.729856370443844,0.22612704526463576,0.43810170632073225,-0.09911868482271602
MIROC-ES2L,Afghanistan,2043,641668456448.0,172755227677.2699,17.24745638118618,0.7737521720383856,0.47717309631351235,0.08542822078217738
MIROC-ES2L,Afghanistan,2044,641668456448.0,176545934342.32687,17.933092737393636,0.4613883672233556,0.49764823292937826,0.04201415744097181
MIROC-ES2L,Afghanistan,2045,641668456448.0,191671236825.94977,18.121463450486768,0.3143289498997326,0.4663571701554637,-0.06494166774902388
MIROC-ES2L,Afghanistan,2046,641668456448.0,148648079186.27832,19.517595523609767,-0.7763573364805304,0.14547541508370948,-1.164944696268679
MIROC-ES2L,Afghanistan,2047,641668456448.0,141877307593.104,19.057749286313967,-0.24549866879199464,0.11249349263000723,-0.2571117271552579
MIROC-ES2L,Afghanistan,2048,641668456448.0,150297424164.848,18.462444803798494,0.32846799380121183,0.3511070317729543,1.1381957341264142
MIROC-ES2L,Afghanistan,2049,641668456448.0,151872089162.28256,19.974643658197262,-0.04700315437078248,0.36585523472824844,0.04114661081889448
MIROC-ES2L,Afghanistan,2050,641668456448.0,151200451656.5821,18.689463257687038,0.20574848287323932,0.41850529514240825,0.13445182089154617
MIROC-ES2L,Afghanistan,2051,641668456448.0,138059251669.89777,19.10900669623643,-0.12166394813837324,0.27045885109727846,-0.4365695774413294
MIROC-ES2L,Afghanistan,2052,641668456448.0,146348553454.8392,18.672807678705784,-0.027085550729738166,0.3014891486445952,0.10861405921281242
MIROC-ES2L,Afghanistan,2053,641668456448.0,140793629517.46857,19.13504068890707,0.36006509948658116,0.43092583837314524,0.3572019822674213
MIROC-ES2L,Afghanistan,2054,641668456448.0,166310209734.6294,18.224552026846,0.5208754647209624,0.5488202749839451,0.24183501338356128
MIROC-ES2L,Afghanistan,2055,641668456448.0,181887516114.11832,18.11366704063642,0.21371756446081824,0.600046339018379,0.08923586398924788
MIROC-ES2L,Afghanistan,2056,641668456448.0,184705695723.71167,19.12223203996581,0.22798258282527406,0.39824948499377705,-0.4099282283150991
MIROC-ES2L,Afghanistan,2057,641668456448.0,191510212329.74908,18.524213306550248,0.5582498269524948,0.5506234260259372,0.32397248254752464
MIROC-ES2L,Afghanistan,2058,641668456448.0,210270264820.80692,19.42090256260764,0.08376070143284513,0.5982527291018378,0.08296215042275867
MIROC-ES2L,Afghanistan,2059,641668456448.0,203800222121.13776,19.351823069419773,0.1145655340226437,0.4276956162889704,-0.3356015229057969
MIROC-ES2L,Afghanistan,2060,641668456448.0,176982580698.32065,19.17583858200533,0.009968542356283049,0.25006351916660063,-0.536696803423979
MIROC-ES2L,Afghanistan,2061,641668456448.0,159054451719.7182,20.21988644101641,-0.021760929578300964,0.18976216365306656,-0.27594344446197283
MIROC-ES2L,Afghanistan,2062,641668456448.0,170020317300.26514,19.35310715156545,0.29662433937057636,0.5097669152203552,0.9881820744744338
MIROC-ES2L,Afghanistan,2063,641668456448.0,189530707402.93634,19.134730244542922,0.3452319389792917,0.6479187992049501,0.23981178636233286
MIROC-ES2L,Afghanistan,2064,641668456448.0,159490403937.29095,19.68216049602661,-0.37264955850352793,0.27019831195490474,-0.8746092005160235
MIROC-ES2L,Afghanistan,2065,641668456448.0,185530325885.00146,18.225076074640008,0.6799941949768473,0.5326721466390208,0.6787499472977058
MIROC-ES2L,Afghanistan,2066,641668456448.0,209999024564.43573,18.93179135922215,0.41733003269229324,0.7043626056524138,0.2793871629917375
MIROC-ES2L,Afghanistan,2067,641668456448.0,188289797372.2882,20.47445941224321,-0.12199532187891499,0.3431185550066078,-0.7192172595404654
MIROC-ES2L,Afghanistan,2068,641668456448.0,187347576930.95236,19.765339147687286,-0.06957789430730611,0.2833937840510044,-0.1912386353310438
MIROC-ES2L,Afghanistan,2069,641668456448.0,188908051199.0295,19.248888065462424,0.3615183208165837,0.4358334371087526,0.43042275184563317
MIROC-ES2L,Afghanistan,2070,641668456448.0,191720023352.27283,20.30409069786226,0.11510815551092513,0.3635058068751402,-0.1814648736357778
MIROC-ES2L,Afghanistan,2071,641668456448.0,167427147661.05365,20.050527460014024,0.25317607706848216,0.3416180447738346,-0.062101986944561816
MIROC-ES2L,Afghanistan,2072,641668456448.0,164250300478.79205,19.995265357280914,0.11630086640634742,0.302581456892357,-0.12134276459382054
MIROC-ES2L,Afghanistan,2073,641668456448.0,180929841614.3747,19.15284277625313,0.34295952574468025,0.5383965760964335,0.5762448987006394
MIROC-ES2L,Afghanistan,2074,641668456448.0,177345613717.56378,21.146674438447334,0.3527646242533497,0.4544522922062061,-0.1695024784405218
MIROC-ES2L,Afghanistan,2075,641668456448.0,194734500854.06873,21.051952650649497,-0.08641257079163872,0.4302871995587577,-0.05464004877663853
MIROC-ES2L,Afghanistan,2076,641668456448.0,107825475220.75798,20.613720031010338,-0.1364254755579203,0.2028403947680472,-0.7520334545592339
MIROC-ES2L,Afghanistan,2077,641668456448.0,185330803839.6435,19.84642147021239,0.1351002798366562,0.5947729101912961,1.0757602320204602
MIROC-ES2L,Afghanistan,2078,641668456448.0,183264249782.0397,20.977176158052792,0.0062777129094214726,0.3270395835249303,-0.5980984550433384
MIROC-ES2L,Afghanistan,2079,641668456448.0,196721452886.6302,21.187591587622965,0.4081340793873436,0.624377863491059,0.6466745214579842
MIROC-ES2L,Afghanistan,2080,641668456448.0,214899301767.06128,20.750935458466472,0.468659497609607,0.8079067823475069,0.2576909479196856
MIROC-ES2L,Afghanistan,2081,641668456448.0,221306692804.14252,21.286171123337656,0.1912582754557174,0.46005066809946443,-0.5631100520242488
MIROC-ES2L,Afghanistan,2082,641668456448.0,250470084833.0556,19.90744446865231,0.5243793748123202,0.73517444257338,0.46877117642783184
MIROC-ES2L,Afghanistan,2083,641668456448.0,242454032671.59,19.800958603685242,0.7131003386561163,0.6693557195963532,-0.09379217069113677
MIROC-ES2L,Afghanistan,2084,641668456448.0,274135071402.2567,20.341376242202156,0.7214175436272675,0.9219165726415698,0.32013909706189003
MIROC-ES2L,Afghanistan,2085,641668456448.0,234646117331.4163,20.85248255036536,-0.38848673805867967,0.3226565259920195,-1.0498663638542665
MIROC-ES2L,Afghanistan,2086,641668456448.0,149340637120.52985,21.455519781240724,-0.4157996440082254,0.21705196278515398,-0.3964515856899755
MIROC-ES2L,Afghanistan,2087,641668456448.0,171274240547.44336,22.196334293653546,-0.11506698928098717,0.23982932535208623,0.09979074127863607
MIROC-ES2L,Afghanistan,2088,641668456448.0,228357472967.91263,21.40314229606949,0.3996115148503367,0.7307571114422655,1.114153609654827
MIROC-ES2L,Afghanistan,2089,641668456448.0,215314626689.4806,22.35098990855688,-0.09322560421561835,0.43620135299049395,-0.5159771801183148
MIROC-ES2L,Afghanistan,2090,641668456448.0,187956128054.95044,21.90946033646388,0.0896947621352573,0.37057642953728437,-0.16304424451727995
MIROC-ES2L,Afghanistan,2091,641668456448.0,213920563567.4781,20.886849613082553,0.5989536559643733,0.6984226718499159,0.6337647555438324
MIROC-ES2L,Afghanistan,2092,641668456448.0,247943234868.7237,20.616487979837004,0.40061166232585477,0.8938936277892839,0.24676231696289452
MIROC-ES2L,Afghanistan,2093,641668456448.0,224726371501.29672,21.456831988409107,-0.24816374933240437,0.32256990144756525,-1.019266922094695
MIROC-ES2L,Afghanistan,2094,641668456448.0,191633427065.14856,22.19913182973961,-0.09430434938641113,0.36167522908165367,0.11442679048250537
MIROC-ES2L,Afghanistan,2095,641668456448.0,206153075032.71124,21.908061729801833,0.382656592877908,0.41290854581587455,0.1324794778310272
MIROC-ES2L,Afghanistan,2096,641668456448.0,232079646145.23975,21.562975532624698,0.4285658014922563,0.7970199231986369,0.6576535464802168
MIROC-ES2L,Afghanistan,2097,641668456448.0,221997249631.9936,22.83493607427352,-0.28775172749067246,0.316522121726076,-0.9234865422067803
MIROC-ES2L,Afghanistan,2098,641668456448.0,186026853218.31805,22.216364401904073,0.28259803450180465,0.3557924514093417,0.11695442517051258
MIROC-ES2L,Afghanistan,2099,641668456448.0,214180736563.1984,22.161683977827074,0.4032687801025096,0.5896630859606133,0.5052037738678501
MIROC-ES2L,Afghanistan,2100,641668456448.0,233543790064.09918,21.394465512609408,0.288758855962818,0.615155041306813,0.04232300267142691
MIROC-ES2L,Albania,2015,73806921728.0,137253799502.10458,16.742084659942236,0.9283667749598414,4.74585628642244,
MIROC-ES2L,Albania,2016,73806921728.0,140104018521.8262,17.332058832554253,1.0077433914374216,4.706325903260885,-0.008364335946367207
MIROC-ES2L,Albania,2017,73806921728.0,159809102393.67102,17.65704011263915,0.8781187956889668,4.929201353161086,0.046269436982272705
MIROC-ES2L,Albania,2018,73806921728.0,94662995508.59135,18.004160674630782,0.891005752294134,3.827529910331375,-0.25295731449513337
MIROC-ES2L,Albania,2019,73806921728.0,143866095828.08957,17.65881038299983,1.0296323383555874,4.894801230627543,0.2459540054385585
MIROC-ES2L,Albania,2020,73806921728.0,156604552742.5785,17.625712560434806,1.2491841260982792,5.368061371072835,0.09229316382259234
MIROC-ES2L,Albania,2021,73806921728.0,130363426097.87488,16.530571506447984,1.0934845614063957,4.971946232372068,-0.07665547286169017
MIROC-ES2L,Albania,2022,73806921728.0,153228000829.36865,17.17321208797091,1.0021669118383105,5.066613464501048,0.018861279196033642
MIROC-ES2L,Albania,2023,73806921728.0,135202689965.86696,17.86821155286816,0.9934432696535255,4.724400919448963,-0.06993187532894374
MIROC-ES2L,Albania,2024,73806921728.0,130591109614.6883,17.405039619487525,0.9241225795508226,4.769074514446621,0.009411500574308063
MIROC-ES2L,Albania,2025,73806921728.0,162990371515.88782,17.894471385380996,0.97579740370371,5.420969257481428,0.128122365310104
MIROC-ES2L,Albania,2026,73806921728.0,159061216979.0487,17.4253170483733,1.2606983533069551,5.364540559839204,-0.010463893404448754
MIROC-ES2L,Albania,2027,73806921728.0,156178228001.63126,18.446737127434744,0.9367482773410377,5.122841409851769,-0.046101487874435465
MIROC-ES2L,Albania,2028,73806921728.0,169879973317.33606,18.535379278464404,0.9021116380972574,5.310582211778325,0.0359922256678864
MIROC-ES2L,Albania,2029,73806921728.0,174169041711.21924,17.451588335429165,1.1859119802219367,5.521278696049456,0.03890800765179647
MIROC-ES2L,Albania,2030,73806921728.0,134859480160.03674,17.252367411574312,1.1785796422161827,4.799010101969842,-0.1401998134083451
MIROC-ES2L,Albania,2031,73806921728.0,115861821043.46431,17.900203255431336,0.9872875060442048,4.576817246885023,-0.04740583559609357
MIROC-ES2L,Albania,2032,73806921728.0,122818610394.34462,17.915147608355767,1.0366762547458765,4.660321133640855,0.018080526268248853
MIROC-ES2L,Albania,2033,73806921728.0,154137301807.85248,17.627773671607486,1.1052567408185898,5.14634062073142,0.09920154446597018
MIROC-ES2L,Albania,2034,73806921728.0,128571628901.11272,17.120089010996367,1.0116416172264076,4.802818021669951,-0.06908306953451127
MIROC-ES2L,Albania,2035,73806921728.0,121014738626.32812,17.68416840017659,0.9208061057402014,4.192249449538986,-0.13596538215246334
MIROC-ES2L,Albania,2036,73806921728.0,197498574720.45123,17.916079728590375,1.0610528969848345,5.358631026751005,0.24547108566364106
MIROC-ES2L,Albania,2037,73806921728.0,164253609515.4098,18.96596069335942,0.8335597148988927,5.256874620166458,-0.019171865524345133
MIROC-ES2L,Albania,2038,73806921728.0,167888470167.59564,19.381882926209357,0.6461575856281583,4.81454185946532,-0.08789577936209514
MIROC-ES2L,Albania,2039,73806921728.0,162218898345.89374,20.167866913259843,0.9000174176887817,4.679443738343426,-0.028461648580942134
MIROC-ES2L,Albania,2040,73806921728.0,141652431806.2282,18.326149929025803,0.7685676566454778,5.181019089056022,0.1018225287236354
MIROC-ES2L,Albania,2041,73806921728.0,166138504459.869,19.694191208930874,0.7684793555475177,5.41812644331763,0.04474830876711877
MIROC-ES2L,Albania,2042,73806921728.0,169986593470.2674,18.965809192396193,1.0942214455715342,5.686157066539225,0.048284555199733514
MIROC-ES2L,Albania,2043,73806921728.0,140341037746.78192,18.40476174550514,0.5144257277812913,5.055238415289448,-0.11760962061602176
MIROC-ES2L,Albania,2044,73806921728.0,157605675378.11078,18.477067107320522,0.9315680358929433,5.648641190621537,0.11099000338776199
MIROC-ES2L,Albania,2045,73806921728.0,161819500976.58786,18.612632019879072,1.0401059345563493,6.1645424864698795,0.08739890342296786
MIROC-ES2L,Albania,2046,73806921728.0,157125497656.5202,19.692602121013522,0.7908654560123087,5.742287499066923,-0.07095627247701874
MIROC-ES2L,Albania,2047,73806921728.0,164486326257.22845,18.641877140410998,0.9438821236353608,5.696431088347877,-0.008017796053843451
